chr	ENSG	symbol	gene_type	gene_length
chr18	ENSG00000263982.1	RP11-504I13.3	antisense	396
chr18	ENSG00000264000.1	RP11-286N3.2	antisense	453
chr18	ENSG00000264012.1	RP11-627G18.2	antisense	357
chr18	ENSG00000264015.1	RP11-176N18.2	lincRNA	559
chr18	ENSG00000264040.1	RP11-29O13.1	processed_pseudogene	330
chr18	ENSG00000264054.1	RPL31P9	processed_pseudogene	140
chr18	ENSG00000264061.1	FGF7P1	unprocessed_pseudogene	286
chr18	ENSG00000264072.1	RP11-856M7.4	lincRNA	420
chr18	ENSG00000264080.1	CTD-2015H3.1	lincRNA	571
chr18	ENSG00000264104.1	RP11-638L3.4	processed_pseudogene	2482
chr18	ENSG00000264108.1	RP11-357H3.1	lincRNA	209
chr18	ENSG00000264116.3	RP11-321M21.3	antisense	532
chr18	ENSG00000264127.1	SCML2P1	processed_pseudogene	1098
chr18	ENSG00000264131.1	AC007631.1	lincRNA	187
chr18	ENSG00000264149.1	RP11-268I9.3	lincRNA	415
chr18	ENSG00000264150.1	RP11-715F3.1	processed_pseudogene	427
chr18	ENSG00000264151.4	RP11-739N10.1	lincRNA	1347
chr18	ENSG00000264179.1	RP11-672L10.5	processed_pseudogene	519
chr18	ENSG00000264183.1	AC091038.1	miRNA	99
chr18	ENSG00000264186.1	SNRPCP4	processed_pseudogene	426
chr18	ENSG00000264188.1	RP11-13N13.5	sense_intronic	334
chr18	ENSG00000264189.1	CTD-2533G20.1	processed_pseudogene	995
chr18	ENSG00000264193.1	RP11-737G21.1	processed_pseudogene	252
chr18	ENSG00000264212.1	RP11-94B19.3	lincRNA	920
chr18	ENSG00000264222.1	RP11-757O6.1	lincRNA	561
chr18	ENSG00000264232.1	RP11-453M23.1	lincRNA	556
chr18	ENSG00000264235.4	RP13-270P17.1	antisense	1032
chr18	ENSG00000264236.1	RP11-861L17.2	processed_pseudogene	657
chr18	ENSG00000264246.1	RP11-138C24.2	processed_pseudogene	207
chr18	ENSG00000264247.1	LINC00909	lincRNA	3461
chr18	ENSG00000264254.1	CTD-3096M3.1	lincRNA	469
chr18	ENSG00000264260.1	RP11-94B19.1	lincRNA	475
chr18	ENSG00000264263.1	RP11-671P2.1	antisense	454
chr18	ENSG00000264265.1	RP11-14P20.1	lincRNA	497
chr18	ENSG00000264269.1	RP11-15F12.1	antisense	654
chr18	ENSG00000264278.1	RP11-162A12.2	lincRNA	1292
chr18	ENSG00000264289.1	RP11-268I9.4	processed_pseudogene	291
chr18	ENSG00000264296.1	RP11-116K4.1	processed_pseudogene	444
chr18	ENSG00000264301.1	LINC01444	lincRNA	652
chr18	ENSG00000264311.1	CCDC58P1	processed_pseudogene	429
chr18	ENSG00000264315.1	HNRNPA1P11	processed_pseudogene	955
chr18	ENSG00000264334.1	RP11-671C19.2	lincRNA	786
chr18	ENSG00000264339.1	RP11-769O8.2	antisense	462
chr18	ENSG00000264340.1	RP11-231E4.3	antisense	329
chr18	ENSG00000264345.1	RP11-958F21.1	lincRNA	485
chr18	ENSG00000264350.1	SNRPGP2	processed_pseudogene	225
chr18	ENSG00000264365.1	RP11-621L6.2	antisense	565
chr18	ENSG00000264388.1	RP11-752P2.1	processed_pseudogene	347
chr18	ENSG00000264434.2	CTD-2006O16.2	antisense	466
chr18	ENSG00000264444.1	SDHCP1	processed_pseudogene	511
chr18	ENSG00000264449.4	RP11-945C19.4	antisense	618
chr18	ENSG00000264464.1	RP11-110H1.8	lincRNA	2188
chr18	ENSG00000264472.3	RP11-861L17.3	antisense	557
chr18	ENSG00000264475.1	RP11-76K13.3	antisense	604
chr18	ENSG00000264503.1	RP11-856M7.7	processed_pseudogene	144
chr18	ENSG00000264514.1	RP11-720L2.4	lincRNA	546
chr18	ENSG00000264564.1	RP11-61D1.2	processed_pseudogene	129
chr18	ENSG00000264570.1	SNX19P3	processed_pseudogene	2974
chr18	ENSG00000264571.1	MIR4529	miRNA	77
chr18	ENSG00000264575.1	LINC00526	lincRNA	1874
chr18	ENSG00000264587.4	RP11-784B15.1	lincRNA	732
chr18	ENSG00000264595.1	RP11-94B19.5	lincRNA	591
chr18	ENSG00000264596.1	RP11-678G15.1	sense_intronic	1612
chr18	ENSG00000264634.1	RP11-659F24.1	lincRNA	437
chr18	ENSG00000264635.1	RP11-769O8.3	sense_intronic	1604
chr18	ENSG00000264644.1	KRT18P8	processed_pseudogene	1245
chr18	ENSG00000264685.1	PRPF19P1	processed_pseudogene	897
chr18	ENSG00000264693.1	RP11-63N3.1	lincRNA	659
chr18	ENSG00000264695.1	RP11-178F10.2	lincRNA	457
chr18	ENSG00000264697.1	RP11-585K6.2	processed_pseudogene	153
chr18	ENSG00000264699.1	RP11-421N8.2	lincRNA	491
chr18	ENSG00000264705.1	RP11-674P19.2	lincRNA	2073
chr18	ENSG00000264707.1	L3MBTL4-AS1	lincRNA	2041
chr18	ENSG00000264714.1	RP11-21G15.1	transcribed_processed_pseudogene	1411
chr18	ENSG00000264736.1	BDP1P	processed_pseudogene	1989
chr18	ENSG00000264745.1	TTC39C-AS1	antisense	811
chr18	ENSG00000264775.1	PPIAP14	processed_pseudogene	495
chr18	ENSG00000264790.1	RP11-26N15.2	lincRNA	919
chr18	ENSG00000264804.1	AC098848.1	miRNA	102
chr18	ENSG00000264817.1	MIR4741	miRNA	89
chr18	ENSG00000264825.1	RP11-627G18.4	lincRNA	364
chr18	ENSG00000264843.1	RP11-856M7.2	antisense	820
chr18	ENSG00000264845.2	RP11-465I4.3	transcribed_processed_pseudogene	334
chr18	ENSG00000264859.4	DSG2-AS1	antisense	2018
chr18	ENSG00000264869.1	RP11-526H11.1	lincRNA	342
chr18	ENSG00000264876.1	RP11-138E9.2	lincRNA	922
chr18	ENSG00000264880.1	RP11-805F19.1	lincRNA	523
chr18	ENSG00000264911.1	RP11-107K17.2	processed_pseudogene	657
chr18	ENSG00000264924.1	RP11-799B12.2	antisense	505
chr18	ENSG00000264964.1	RP11-888D10.3	lincRNA	463
chr18	ENSG00000264971.1	PRR13P4	processed_pseudogene	420
chr18	ENSG00000264982.1	RP11-344B2.2	antisense	770
chr18	ENSG00000265008.1	RP11-53I6.3	antisense	471
chr18	ENSG00000265015.1	RP11-454P7.3	transcribed_processed_pseudogene	413
chr18	ENSG00000265038.1	PMM2P1	processed_pseudogene	729
chr18	ENSG00000265063.1	AC009831.1	miRNA	84
chr18	ENSG00000265069.1	RP11-781P6.1	antisense	2293
chr18	ENSG00000265091.4	RP11-835E18.5	lincRNA	605
chr18	ENSG00000265094.1	RP11-178F10.1	sense_intronic	279
chr18	ENSG00000265097.1	RBM22P1	processed_pseudogene	1212
chr18	ENSG00000265101.1	CTD-2382H12.1	lincRNA	521
chr18	ENSG00000265128.1	RP11-15F12.3	antisense	500
chr18	ENSG00000265142.5	MIR133A1HG	antisense	4223
chr18	ENSG00000265158.1	LRRC37A7P	transcribed_processed_pseudogene	2758
chr18	ENSG00000265174.1	CTD-2124B20.3	sense_intronic	656
chr18	ENSG00000265179.5	RP11-672L10.2	processed_transcript	3901
chr18	ENSG00000265182.1	SRP72P1	processed_pseudogene	1749
chr18	ENSG00000265188.1	RP11-835E18.4	processed_pseudogene	912
chr18	ENSG00000265200.1	AC090324.1	miRNA	100
chr18	ENSG00000265204.1	RP11-403A21.3	antisense	562
chr18	ENSG00000265217.1	RP11-775G23.1	lincRNA	848
chr18	ENSG00000265240.1	RP11-638L3.2	processed_pseudogene	1296
chr18	ENSG00000265243.1	IGLJCOR18	IG_C_pseudogene	423
chr18	ENSG00000265257.4	RP11-21J18.1	processed_transcript	905
chr18	ENSG00000265261.1	RP11-162A12.3	processed_pseudogene	2743
chr18	ENSG00000265273.1	PGDP1	processed_pseudogene	1440
chr18	ENSG00000265279.1	RP11-53I6.5	processed_pseudogene	940
chr18	ENSG00000265296.1	FEM1AP2	processed_pseudogene	1996
chr18	ENSG00000265316.1	RP11-286N3.1	antisense	574
chr18	ENSG00000265340.1	OR4K7P	unprocessed_pseudogene	944
chr18	ENSG00000265352.1	RP11-723G8.2	lincRNA	570
chr18	ENSG00000265369.3	PCAT18	lincRNA	2596
chr18	ENSG00000265374.1	RP11-57J16.1	lincRNA	550
chr18	ENSG00000265378.1	RP11-123I22.1	lincRNA	395
chr18	ENSG00000265380.1	RP11-126K15.1	lincRNA	552
chr18	ENSG00000265399.1	RP13-270P17.2	antisense	1766
chr18	ENSG00000265402.1	RSL24D1P9	processed_pseudogene	471
chr18	ENSG00000265413.1	RP11-789C17.1	sense_intronic	2314
chr18	ENSG00000265417.1	RP11-288C17.1	processed_pseudogene	1103
chr18	ENSG00000265425.1	RP11-128D14.1	lincRNA	751
chr18	ENSG00000265437.1	RP11-757O6.4	processed_pseudogene	509
chr18	ENSG00000265472.1	RP11-28O3.1	processed_pseudogene	317
chr18	ENSG00000265477.1	RP11-720L2.2	sense_intronic	452
chr18	ENSG00000265481.1	AP006564.1	miRNA	78
chr18	ENSG00000265484.1	RP11-47G4.2	lincRNA	563
chr18	ENSG00000265485.4	RP11-449D8.1	lincRNA	2318
chr18	ENSG00000265487.1	RP11-793A3.1	antisense	242
chr18	ENSG00000265490.1	RP11-806L2.6	antisense	324
chr18	ENSG00000265496.3	MIR1539	antisense	580
chr18	ENSG00000265499.1	MIR3156-2	miRNA	76
chr18	ENSG00000265514.1	RP11-92G19.2	lincRNA	538
chr18	ENSG00000265533.1	RP11-638L3.1	lincRNA	2986
chr18	ENSG00000265545.1	RP11-183C12.1	processed_pseudogene	228
chr18	ENSG00000265552.1	RP11-958F21.3	lincRNA	661
chr18	ENSG00000265554.1	RP11-419J16.1	lincRNA	410
chr18	ENSG00000265555.1	RP11-638L3.3	lincRNA	2147
chr18	ENSG00000265564.1	PIGPP4	processed_pseudogene	306
chr18	ENSG00000265568.1	AC091043.1	miRNA	82
chr18	ENSG00000265579.1	RP11-713C5.1	sense_intronic	2205
chr18	ENSG00000265626.1	AC139085.2	processed_pseudogene	181
chr18	ENSG00000265631.1	BNIP3P3	processed_pseudogene	568
chr18	ENSG00000265639.1	RP11-529J17.1	processed_pseudogene	845
chr18	ENSG00000265641.1	MIR3929	miRNA	54
chr18	ENSG00000265643.1	RP11-465I4.2	antisense	429
chr18	ENSG00000265644.1	RP11-451L19.1	lincRNA	570
chr18	ENSG00000265656.1	RP11-13N13.6	antisense	445
chr18	ENSG00000265670.1	RP11-25I11.1	lincRNA	384
chr18	ENSG00000265671.1	RP11-672L10.3	antisense	349
chr18	ENSG00000265681.5	RPL17	protein_coding	739
chr18	ENSG00000265698.1	LARP7P3	processed_pseudogene	336
chr18	ENSG00000265712.1	RP11-440L16.1	processed_pseudogene	684
chr18	ENSG00000265717.1	RP11-94B19.7	lincRNA	596
chr18	ENSG00000265728.1	RP11-883A18.3	lincRNA	850
chr18	ENSG00000265730.1	AC090349.1	miRNA	104
chr18	ENSG00000265737.1	RP11-1157N2__B.2	antisense	584
chr18	ENSG00000265750.1	RP11-799B12.4	lincRNA	732
chr18	ENSG00000265751.1	RP11-296E23.1	antisense	675
chr18	ENSG00000265752.2	RP11-403A21.1	lincRNA	1059
chr18	ENSG00000265758.1	RP11-595B24.1	lincRNA	599
chr18	ENSG00000265766.2	CXADRP3	lincRNA	1951
chr18	ENSG00000265778.2	RP11-17M16.2	antisense	1198
chr18	ENSG00000265781.1	RP11-384E22.1	lincRNA	371
chr18	ENSG00000265786.1	RP11-527H14.6	lincRNA	495
chr18	ENSG00000265787.1	CYP4F35P	lincRNA	2872
chr18	ENSG00000265836.1	CCND3P2	processed_pseudogene	536
chr18	ENSG00000265843.2	LINC01029	lincRNA	1248
chr18	ENSG00000265844.1	RP11-751H17.1	lincRNA	555
chr18	ENSG00000265869.1	RP11-76K13.2	processed_pseudogene	165
chr18	ENSG00000265888.1	DSCAS	antisense	549
chr18	ENSG00000265907.1	RP11-737O24.2	antisense	571
chr18	ENSG00000265933.4	LINC00668	lincRNA	1896
chr18	ENSG00000265934.1	ARL2BPP1	processed_pseudogene	476
chr18	ENSG00000265936.1	RP11-563H6.1	processed_pseudogene	172
chr18	ENSG00000265939.1	UBE2CP2	processed_pseudogene	509
chr18	ENSG00000265943.1	RP11-739L10.1	antisense	566
chr18	ENSG00000265944.1	LINC01387	lincRNA	597
chr18	ENSG00000265946.1	RP11-752P2.2	processed_pseudogene	377
chr18	ENSG00000265948.1	RP11-296E23.2	sense_intronic	359
chr18	ENSG00000265957.1	MIR4319	miRNA	84
chr18	ENSG00000265962.1	GACAT2	antisense	816
chr18	ENSG00000265980.1	CTD-2515C13.2	lincRNA	468
chr18	ENSG00000265984.1	RP11-699A5.2	lincRNA	426
chr18	ENSG00000265994.1	RP11-510D21.1	lincRNA	427
chr18	ENSG00000265995.1	RP11-736G13.1	lincRNA	284
chr18	ENSG00000266003.1	RP11-267C16.2	processed_pseudogene	1346
chr18	ENSG00000266010.1	GATA6-AS1	lincRNA	1786
chr18	ENSG00000266014.1	RP11-94B19.2	lincRNA	389
chr18	ENSG00000266049.1	RP11-703M24.5	antisense	686
chr18	ENSG00000266053.2	NDUFV2-AS1	antisense	766
chr18	ENSG00000266065.1	CTD-2124B20.2	lincRNA	565
chr18	ENSG00000266102.1	RP11-243E13.2	lincRNA	470
chr18	ENSG00000266105.1	RP11-326K13.2	processed_pseudogene	585
chr18	ENSG00000266127.1	ZNF415P1	processed_pseudogene	1164
chr18	ENSG00000266145.1	RHOT1P1	processed_pseudogene	323
chr18	ENSG00000266146.1	MIR5190	miRNA	79
chr18	ENSG00000266148.1	MIR5583-1	miRNA	58
chr18	ENSG00000266149.1	RP11-789C17.3	antisense	612
chr18	ENSG00000266153.1	RP11-190I17.2	lincRNA	544
chr18	ENSG00000266171.1	RP11-769O8.1	antisense	1713
chr18	ENSG00000266181.1	EIF4A3P1	processed_pseudogene	646
chr18	ENSG00000266184.1	RP11-552O4.2	processed_pseudogene	912
chr18	ENSG00000266196.1	RP11-675P14.1	lincRNA	570
chr18	ENSG00000266201.1	SS18L2P2	processed_pseudogene	233
chr18	ENSG00000266213.1	RP11-100K18.1	lincRNA	2725
chr18	ENSG00000266227.1	NPM1P2	processed_pseudogene	864
chr18	ENSG00000266237.1	RP11-25D3.1	sense_intronic	837
chr18	ENSG00000266242.1	GRAMD4P7	processed_pseudogene	1230
chr18	ENSG00000266251.1	COX6CP3	processed_pseudogene	222
chr18	ENSG00000266256.1	LINC00683	lincRNA	3508
chr18	ENSG00000266258.1	RP11-41O4.1	lincRNA	811
chr18	ENSG00000266268.4	RP11-172F10.1	lincRNA	552
chr18	ENSG00000266273.1	RP11-715C4.1	lincRNA	397
chr18	ENSG00000266276.2	AC048380.1	miRNA	111
chr18	ENSG00000266278.1	RP11-41O4.2	lincRNA	2634
chr18	ENSG00000266283.1	RP11-627G18.1	antisense	768
chr18	ENSG00000266288.1	CTD-3096M3.2	lincRNA	461
chr18	ENSG00000266296.1	ARIH2P1	processed_pseudogene	1476
chr18	ENSG00000266304.1	RP11-484N16.1	lincRNA	382
chr18	ENSG00000266312.1	RP11-111H3.3	lincRNA	707
chr18	ENSG00000266335.1	RP11-25O3.1	lincRNA	712
chr18	ENSG00000266373.1	RP11-710M11.1	processed_pseudogene	585
chr18	ENSG00000266397.1	RP11-737O24.1	antisense	564
chr18	ENSG00000266401.1	RP11-874J12.4	antisense	1452
chr18	ENSG00000266405.3	CBX3P2	transcribed_processed_pseudogene	1427
chr18	ENSG00000266441.1	RP11-91I8.3	antisense	489
chr18	ENSG00000266450.1	CTD-2015H3.2	lincRNA	502
chr18	ENSG00000266456.1	RP11-806L2.2	antisense	2104
chr18	ENSG00000266460.1	RP11-173L6.1	lincRNA	595
chr18	ENSG00000266470.1	RP11-856M7.8	unprocessed_pseudogene	158
chr18	ENSG00000266479.1	CTD-2515C13.1	processed_pseudogene	243
chr18	ENSG00000266489.1	RP11-178F10.3	lincRNA	541
chr18	ENSG00000266495.1	RP11-17J14.2	antisense	387
chr18	ENSG00000266513.1	RP11-874J12.3	sense_intronic	555
chr18	ENSG00000266520.1	RAC1P1	processed_pseudogene	579
chr18	ENSG00000266521.1	RP11-650P15.1	lincRNA	431
chr18	ENSG00000266522.1	RP11-805F19.4	unprocessed_pseudogene	1171
chr18	ENSG00000266530.1	MIR4318	miRNA	80
chr18	ENSG00000266541.1	RP11-881L2.1	antisense	532
chr18	ENSG00000266549.1	RP11-526I8.2	processed_pseudogene	357
chr18	ENSG00000266554.1	LINC01443	lincRNA	1850
chr18	ENSG00000266573.4	RP11-449D8.5	lincRNA	469
chr18	ENSG00000266575.1	BOLA2P1	processed_pseudogene	231
chr18	ENSG00000266578.1	RP11-838N2.5	lincRNA	862
chr18	ENSG00000266582.1	MIR4527	miRNA	69
chr18	ENSG00000266586.1	CTD-2382H12.2	lincRNA	177
chr18	ENSG00000266602.1	RP11-476K15.1	lincRNA	822
chr18	ENSG00000266604.1	RP11-856M7.6	lincRNA	857
chr18	ENSG00000266605.1	LONRF2P1	processed_pseudogene	667
chr18	ENSG00000266613.1	RFWD2P1	processed_pseudogene	2175
chr18	ENSG00000266614.1	RP11-94B19.4	lincRNA	460
chr18	ENSG00000266636.1	AC090340.1	miRNA	59
chr18	ENSG00000266693.1	OR4K8P	unprocessed_pseudogene	1047
chr18	ENSG00000266696.1	RP11-30L3.2	antisense	469
chr18	ENSG00000266708.1	RP11-661O13.1	antisense	778
chr18	ENSG00000266729.4	DSG1-AS1	antisense	665
chr18	ENSG00000266743.1	RP11-94B19.6	lincRNA	462
chr18	ENSG00000266767.1	RP11-678G15.2	antisense	1055
chr18	ENSG00000266774.1	RP11-321M21.1	lincRNA	746
chr18	ENSG00000266783.1	RP11-715F3.2	sense_intronic	1048
chr18	ENSG00000266805.1	RP11-61L19.1	sense_intronic	3484
chr18	ENSG00000266809.1	RP11-449D8.3	processed_pseudogene	247
chr18	ENSG00000266818.1	RP11-454P7.1	unprocessed_pseudogene	1793
chr18	ENSG00000266835.4	LINC01540	lincRNA	610
chr18	ENSG00000266840.1	RP11-543H23.2	antisense	480
chr18	ENSG00000266844.1	RP11-862L9.3	antisense	566
chr18	ENSG00000266846.1	RP11-793A3.2	antisense	540
chr18	ENSG00000266850.1	RP11-370A5.1	antisense	410
chr18	ENSG00000266891.1	RP11-692N5.2	processed_pseudogene	366
chr18	ENSG00000266900.1	RP11-173A16.2	sense_intronic	1602
chr18	ENSG00000266901.1	RP11-567M16.5	antisense	472
chr18	ENSG00000266905.1	RP11-1058N17.1	lincRNA	350
chr18	ENSG00000266909.1	SLC25A6P4	processed_pseudogene	552
chr18	ENSG00000266915.1	MRPS5P4	processed_pseudogene	324
chr18	ENSG00000266920.1	ACTBP9	processed_pseudogene	1098
chr18	ENSG00000266924.1	RP11-154H12.2	lincRNA	634
chr18	ENSG00000266946.1	MRPL37P1	processed_pseudogene	1335
chr18	ENSG00000266952.1	LINC01538	lincRNA	2405
chr18	ENSG00000266954.1	RP11-701H16.4	antisense	536
chr18	ENSG00000266955.1	RP11-820I16.3	antisense	526
chr18	ENSG00000266957.1	RP11-49K24.4	antisense	198
chr18	ENSG00000266961.1	RP11-973H7.5	lincRNA	308
chr18	ENSG00000266965.1	RP11-712P20.2	sense_intronic	1698
chr18	ENSG00000266968.2	RP11-116O18.1	sense_intronic	1784
chr18	ENSG00000266969.1	RP11-773H22.4	antisense	471
chr18	ENSG00000266984.1	POLR3GP2	processed_pseudogene	667
chr18	ENSG00000266988.4	RP11-749H17.1	sense_intronic	627
chr18	ENSG00000266995.1	RP11-703I16.3	processed_pseudogene	199
chr18	ENSG00000266997.2	RP11-886H22.1	protein_coding	929
chr18	ENSG00000267000.1	RP11-27G24.3	antisense	482
chr18	ENSG00000267013.4	CTD-2171N6.1	lincRNA	3064
chr18	ENSG00000267015.1	RP11-800A18.4	antisense	500
chr18	ENSG00000267028.1	RP11-619L19.1	antisense	394
chr18	ENSG00000267032.1	RP11-807E13.2	processed_pseudogene	1052
chr18	ENSG00000267038.1	RP11-1096D5.2	lincRNA	314
chr18	ENSG00000267039.1	RP11-58G13.1	antisense	684
chr18	ENSG00000267040.5	RP11-35G9.3	antisense	1103
chr18	ENSG00000267051.1	RP11-128P17.2	lincRNA	807
chr18	ENSG00000267057.4	RP11-456O19.2	lincRNA	448
chr18	ENSG00000267061.1	RP11-760L24.1	antisense	543
chr18	ENSG00000267066.1	RP11-866E20.1	processed_pseudogene	486
chr18	ENSG00000267069.1	RP11-64C12.8	lincRNA	731
chr18	ENSG00000267076.1	CCDC58P3	processed_pseudogene	429
chr18	ENSG00000267079.1	RP11-820I16.1	lincRNA	377
chr18	ENSG00000267088.1	RP11-115N12.1	processed_pseudogene	440
chr18	ENSG00000267097.1	SLC14A2-AS1	antisense	490
chr18	ENSG00000267098.1	RP11-325K19.1	lincRNA	550
chr18	ENSG00000267101.4	RP11-846C15.2	antisense	612
chr18	ENSG00000267108.1	RP11-861E21.1	lincRNA	166
chr18	ENSG00000267112.1	RP11-839G9.1	antisense	563
chr18	ENSG00000267116.1	RP11-64C12.7	processed_pseudogene	731
chr18	ENSG00000267127.5	RP11-795F19.5	protein_coding	2215
chr18	ENSG00000267134.1	RP11-146N18.1	lincRNA	1712
chr18	ENSG00000267136.1	RP11-53B2.3	antisense	4743
chr18	ENSG00000267140.1	RP11-322E11.6	protein_coding	452
chr18	ENSG00000267143.1	RP11-677O4.6	lincRNA	294
chr18	ENSG00000267146.1	RP11-383D22.1	antisense	579
chr18	ENSG00000267150.1	RP11-411B10.2	antisense	1084
chr18	ENSG00000267153.1	CTBP2P3	processed_pseudogene	1254
chr18	ENSG00000267156.1	TPMTP1	processed_pseudogene	736
chr18	ENSG00000267162.1	SDHDP1	processed_pseudogene	473
chr18	ENSG00000267165.1	RP11-78A19.3	antisense	551
chr18	ENSG00000267172.1	RP11-397A16.3	lincRNA	2592
chr18	ENSG00000267175.4	RP11-879F14.1	lincRNA	519
chr18	ENSG00000267177.1	RP11-756J15.3	antisense	226
chr18	ENSG00000267187.1	RP11-767C4.1	processed_pseudogene	570
chr18	ENSG00000267193.4	RP11-116O18.3	antisense	309
chr18	ENSG00000267196.1	RP11-813F20.4	sense_intronic	373
chr18	ENSG00000267199.1	RP11-861E21.2	antisense	359
chr18	ENSG00000267202.4	RP11-797E24.3	antisense	459
chr18	ENSG00000267209.4	RP11-693L9.2	lincRNA	362
chr18	ENSG00000267215.1	RP11-685A21.1	lincRNA	561
chr18	ENSG00000267225.1	WDR7-OT1	sense_overlapping	562
chr18	ENSG00000267226.2	RP11-126O1.5	antisense	1207
chr18	ENSG00000267228.5	IER3IP1	protein_coding	251
chr18	ENSG00000267233.1	HNRNPA3P16	processed_pseudogene	1014
chr18	ENSG00000267239.1	RP11-794M8.1	antisense	1850
chr18	ENSG00000267247.1	RP11-64C12.6	lincRNA	483
chr18	ENSG00000267249.1	RP11-973H7.3	sense_intronic	719
chr18	ENSG00000267251.2	AC139100.3	antisense	2030
chr18	ENSG00000267252.4	LINC01255	lincRNA	586
chr18	ENSG00000267257.1	RP11-1151B14.4	antisense	2551
chr18	ENSG00000267269.1	RP11-2N1.1	antisense	540
chr18	ENSG00000267270.4	PARD6G-AS1	antisense	581
chr18	ENSG00000267279.1	RP11-879F14.2	lincRNA	730
chr18	ENSG00000267284.1	RP11-397A16.1	lincRNA	553
chr18	ENSG00000267286.1	RP11-794M8.2	lincRNA	464
chr18	ENSG00000267287.1	RP11-567M16.1	processed_transcript	3348
chr18	ENSG00000267292.1	RP11-703I16.2	processed_pseudogene	363
chr18	ENSG00000267293.1	RP11-8H2.1	processed_pseudogene	1523
chr18	ENSG00000267301.1	RPL23AP77	processed_pseudogene	462
chr18	ENSG00000267311.1	RP11-99A1.2	lincRNA	1098
chr18	ENSG00000267313.5	KC6	lincRNA	2309
chr18	ENSG00000267316.4	RP11-879F14.3	lincRNA	381
chr18	ENSG00000267322.2	SNHG22	antisense	420
chr18	ENSG00000267324.1	RP11-411B10.5	processed_pseudogene	1229
chr18	ENSG00000267325.1	LINC01415	lincRNA	4069
chr18	ENSG00000267327.1	CTD-2008L17.1	lincRNA	515
chr18	ENSG00000267333.1	ASNSP6	processed_pseudogene	1616
chr18	ENSG00000267336.1	EIF4A2P1	processed_pseudogene	1062
chr18	ENSG00000267337.1	LINC01478	lincRNA	2063
chr18	ENSG00000267341.1	RP11-640A1.3	antisense	321
chr18	ENSG00000267354.1	RP11-749H17.2	sense_intronic	722
chr18	ENSG00000267356.1	RP11-411B10.3	antisense	515
chr18	ENSG00000267366.1	RP11-53B2.5	antisense	485
chr18	ENSG00000267371.1	RP11-712C7.2	processed_pseudogene	481
chr18	ENSG00000267374.1	RP11-244M2.1	lincRNA	2302
chr18	ENSG00000267382.1	RP11-325K19.2	transcribed_unprocessed_pseudogene	1435
chr18	ENSG00000267390.1	RP11-635N19.1	antisense	783
chr18	ENSG00000267391.2	RP11-1151B14.3	lincRNA	4519
chr18	ENSG00000267393.1	RP11-691H4.3	antisense	478
chr18	ENSG00000267396.1	RP11-845C23.3	antisense	766
chr18	ENSG00000267397.1	RP11-873E20.1	lincRNA	1608
chr18	ENSG00000267399.1	RP11-456O19.5	lincRNA	550
chr18	ENSG00000267400.1	RP11-325K19.3	processed_pseudogene	285
chr18	ENSG00000267401.1	RP11-396N11.1	lincRNA	416
chr18	ENSG00000267402.1	RP11-619L19.2	antisense	443
chr18	ENSG00000267404.1	RP11-49I11.2	processed_pseudogene	1025
chr18	ENSG00000267409.1	RP11-567M16.2	lincRNA	583
chr18	ENSG00000267413.1	RP11-636O21.1	lincRNA	1110
chr18	ENSG00000267414.1	RP11-456K23.1	lincRNA	2063
chr18	ENSG00000267425.1	RP11-128P17.1	lincRNA	500
chr18	ENSG00000267428.1	RP11-289E15.1	processed_pseudogene	306
chr18	ENSG00000267430.1	RP11-635N19.2	processed_pseudogene	1152
chr18	ENSG00000267444.1	SMUG1P1	processed_pseudogene	810
chr18	ENSG00000267455.1	RP11-78A19.2	antisense	566
chr18	ENSG00000267456.2	RP11-49I11.3	processed_pseudogene	384
chr18	ENSG00000267462.1	RP11-866E20.3	lincRNA	1759
chr18	ENSG00000267476.1	RP11-126O1.4	antisense	391
chr18	ENSG00000267478.1	RP11-815J4.5	processed_pseudogene	1467
chr18	ENSG00000267480.1	RP11-703I16.1	antisense	525
chr18	ENSG00000267486.1	GLUD1P4	processed_pseudogene	417
chr18	ENSG00000267487.1	RP11-640A1.4	processed_pseudogene	258
chr18	ENSG00000267497.1	NFE2L3P1	processed_pseudogene	1958
chr18	ENSG00000267501.1	RP11-108P20.2	lincRNA	738
chr18	ENSG00000267503.1	RP11-53B2.4	antisense	662
chr18	ENSG00000267504.1	RP11-845C23.2	sense_intronic	1100
chr18	ENSG00000267511.1	ADAD1P2	processed_pseudogene	645
chr18	ENSG00000267513.3	RP11-622J9.1	processed_pseudogene	303
chr18	ENSG00000267515.1	RP11-861E21.3	processed_pseudogene	595
chr18	ENSG00000267524.1	RPSAP57	processed_pseudogene	831
chr18	ENSG00000267529.3	RP11-53B2.1	processed_transcript	1697
chr18	ENSG00000267533.1	RP11-815J4.7	processed_pseudogene	1146
chr18	ENSG00000267541.1	RP11-380M21.2	processed_pseudogene	224
chr18	ENSG00000267558.1	RP11-618K16.4	processed_pseudogene	137
chr18	ENSG00000267560.1	RP11-173A16.1	antisense	635
chr18	ENSG00000267564.1	RP11-128P17.3	lincRNA	277
chr18	ENSG00000267570.1	STK25P1	processed_pseudogene	837
chr18	ENSG00000267573.1	KRT8P5	processed_pseudogene	1457
chr18	ENSG00000267579.1	RP11-126O1.2	antisense	333
chr18	ENSG00000267583.4	RP11-322E11.5	lincRNA	361
chr18	ENSG00000267585.1	RP11-115P21.1	processed_pseudogene	536
